mode	n_gram	count
major	('7, (m3, d5, m6)', '7, (m3, d5, m6)')	35
major	('2, (M3, P5, m7)', '2, (P4, M6)')	35
major	('1, (M3, M6)', '2, (M3, P5)')	35
major	('1, (M3, P5)', '#1, (m3, d5, m6)')	35
major	('7, (M3, P5)', '3, (m3, P5)')	34
major	('b6, (M3, M6)', '5, (M3, P5)')	34
major	('6, (m3, P4, m6)', '5, (M3, P5, m7)')	34
major	('4, (M3, P5)', '1, (P4, P5)')	34
major	('1, (M3, P5)', '4, (m3, P5)')	34
major	('1, (M3, P5)', '7, (m3, P4, M6)')	34
major	('6, (m3, m6)', '5, (m3, P4, M6)')	34
major	('3, (m3, m6)', '#4, (m3, d5)')	34
major	('6, (m3, P5, m7)', '2, (m3, P5)')	34
major	('5, (M3, P5, m7)', '7, (m3, m6)')	34
major	('6, (m3, P5)', '4, (M3, P5, M7)')	34
major	('3, (m3, d5, m6)', '1, (M3, P5, m7)')	34
major	('b7, (M3, P5)', '1, (M3, P5)')	34
major	('5, (M3, M6)', '4, (M3, M7)')	34
major	('1, (M3, P5)', '#1, (m3, d5, d7)')	34
major	('1, (m3, P5)', 'b3, (M3, M6)')	34
major	('4, (M2, P5, M6)', '4, (M2, a4, M6)')	34
major	('1, (M3, m6)', '1, (M3, P5)')	34
major	('1, (M3, P5)', 'b7, (M3, M6)')	33
major	('6, (m3, m6)', '6, (m3, m6)')	33
major	('1, (M3, P5)', '#5, (m3, d5, d7)')	33
major	('7, (m3, d5)', '7, (m3, m6)')	33
major	('1, (M3, a5)', '4, (M3, P5)')	33
major	('b6, (M3, P5, a6)', '5, (M3, P5)')	33
major	('1, (M3, P5)', '1, (a2, a4, M6)')	33
major	('7, (m3, m6)', '7, (m3, d5)')	33
major	('1, (M2, P5)', '7, (m3, m6)')	33
major	('2, (P4, P5, m7)', '2, (M3, P5, m7)')	33
major	('1, (M3, P5)', '1, (M3, P5, M7)')	33
major	('7, (m3, m6)', 'b7, (M2, a4, M6)')	33
major	('7, (m3, d5, m6)', '1, (m3, P5)')	33
major	('2, (m3, P5)', '3, (M3, P5)')	32
major	('b6, (a2, a4, M6)', '1, (M3, P5)')	32
major	('1, (P4, M6)', '4, (M3, P5)')	32
major	('1, (M3, P5)', '#5, (m3, m6)')	32
major	('4, (M3, P5)', '7, (m3, m6)')	32
major	('4, (M2, a4, M6)', '5, (P4, M6)')	32
major	('4, (M3, M6)', '3, (m3, P4, M6)')	32
major	('5, (M3, M6)', '3, (m3, P5)')	32
major	('3, (m3, m6)', '4, (m3, P5)')	32
major	('2, (m3, P5, m7)', '5, (P4, P5, m7)')	32
major	('1, (M3, P5)', '3, (M3, m6)')	31
major	('b7, (a4, M6)', '6, (m3, m6)')	31
major	('1, (M3, P5)', '6, (M3, P5, m7)')	31
major	('3, (M3, P5, m7)', '3, (P4, m6)')	31
major	('6, (m3, m6)', '2, (m3, P5)')	31
major	('3, (P4, m6)', '3, (M3, P5)')	31
major	('2, (m3, P5)', '2, (m3, P4, M6)')	31
major	('4, (M2, P5)', '3, (m3, m6)')	31
major	('1, (M3, P5)', '7, (m3, d5, d7)')	31
major	('2, (m3, P5)', '6, (P4, m6)')	30
major	('2, (M2, a4, M6)', '1, (M3, M6)')	30
major	('5, (M3, m7)', '5, (M3, M6)')	30
major	('2, (P4, M6)', '5, (M3, P5, m7)')	30
major	('6, (m3, P5, m7)', '7, (m3, d5, m6)')	30
major	('1, (a2, a4)', '1, (M3, P5)')	30
major	('2, (m3, P5)', '6, (m3, m6)')	30
major	('4, (a2, P5)', '4, (M3, P5)')	30
major	('1, (M3, P5)', '3, (M3, P5)')	30
major	('4, (M3, P5)', '3, (M3, m6)')	30
major	('b7, (M3, P5)', 'b3, (M3, P5)')	30
major	('1, (a4, M6)', '5, (M3, P5)')	30
major	('4, (P4, P5)', '4, (M3, P5)')	30
major	('#2, (m3, d7)', '3, (m3, m6)')	30
major	('5, (M3, P5, m7)', '4, (M3, P5)')	30
major	('4, (M3, P5)', '5, (m3, P4, M6)')	29
major	('6, (M3, P5, m7)', '2, (M3, P5, m7)')	29
major	('4, (M3, P5)', '7, (m3, d5, m7)')	29
major	('6, (m3, P5)', '#5, (m3, d5, m6)')	29
major	('5, (P4, M6)', 'b6, (M3, M6)')	29
major	('2, (P4, M6)', '7, (m3, m6)')	29
major	('5, (P4, M6)', '#4, (m3, d5, m7)')	29
major	('5, (M3, a4, M6)', '5, (M3, P5, m7)')	29
major	('5, (M3, P5, m7)', 'b6, (M3, P5)')	29
major	('#4, (m3, m6)', '#4, (m3, d5, m6)')	29
major	('1, (m3, P5)', '1, (m3, P5)')	29
major	('7, (m2, P4, m6)', '6, (m3, P5)')	29
major	('1, (M3, P5)', '4, (m3, a4, M6)')	29
major	('4, (M3, M6)', '3, (M3, P5)')	28
major	('#4, (m3, d5, d7)', '5, (M3, P5, m7)')	28
major	('6, (m3, P5)', '#4, (m3, d5)')	28
major	('6, (M3, P5)', '6, (P4, m6)')	28
major	('4, (M3, P5, M7)', '4, (M3, M6)')	28
major	('5, (a4, M6)', '4, (M3, M6)')	28
major	('1, (M3, P5)', '3, (m3, d5)')	28
major	('2, (M3, P5, m7)', '2, (M3, P5, m7)')	28
major	('6, (M3, P5)', '4, (M3, M6)')	28
major	('b7, (M3, P5)', '4, (M3, P5)')	28
major	('5, (P4, M6)', '6, (m3, P5, m7)')	28
major	('7, (m3, d5, m6)', '5, (P4, M6)')	28
major	('3, (m3, m6)', 'b3, (M3, M6)')	28
major	('5, (P4, M6)', '5, (M3, M6, m7)')	28
major	('1, (M3, P5)', '2, (P4, P5)')	28
major	('2, (m3, P5)', '5, (P4, P5, m7)')	28
major	('b6, (M3, M6)', '4, (m3, P5)')	28
major	('#4, (m3, d5, m6)', '2, (M3, P5, m7)')	28
major	('6, (m3, P4, M6)', '5, (M3, P5, m7)')	28
major	('7, (m3, M6)', '6, (m3, P5)')	28
major	('6, (m3, P5)', '5, (P4, P5)')	28
major	('#2, (m3, d5, d7)', '3, (m3, m6)')	28
major	('3, (m3, m6)', '3, (m3, M6)')	27
major	('6, (m3, P5)', '2, (M3, P5)')	27
major	('1, (M3, M6)', '4, (M3, P5)')	27
major	('5, (P4, M6)', '5, (M3, M6)')	27
major	('#2, (m3, d5, m6)', '3, (m3, P5)')	27
major	('5, (M3, P5)', '2, (m3, P5, m7)')	27
major	('1, (M3, P5)', '#1, (m3, d5)')	27
major	('1, (M3, P5)', 'b6, (a2, a4, M6)')	27
major	('6, (m3, P5)', '7, (m3, d5, m6)')	27
major	('6, (m3, P4, M6)', '5, (P4, M6)')	27
major	('4, (M3, M6)', '5, (P4, P5, m7)')	27
major	('b3, (a2, a4, M6)', '5, (M3, P5)')	27
major	('4, (m3, P5)', '1, (M3, P5)')	27
major	('6, (m3, m6)', 'b7, (M2, a4, M6)')	27
major	('4, (M3, P5, M7)', '4, (M3, P5, M6)')	27
major	('3, (m3, m6)', '#2, (m3, d7)')	27
major	('1, (M3, P5)', '5, (m3, P4, M6)')	27
major	('6, (m3, m6)', '5, (M3, m7)')	27
major	('5, (M3, P5, m7)', '7, (m3, d5)')	27
major	('5, (M3, P5)', 'b6, (M3, M6)')	26
major	('3, (m3, P5, m7)', '6, (m3, P5, m7)')	26
major	('2, (m3, P5)', '5, (M3, M6)')	26
major	('2, (m3, P5)', '7, (m3, d5, m7)')	26
major	('4, (M3, P5)', '#1, (m3, d5, m6)')	26
major	('3, (M3, P5)', '1, (M3, M6)')	26
major	('1, (M3, P5, M7)', '5, (M3, P5, m7)')	26
major	('4, (m3, P5)', '5, (M3, P5)')	26
major	('2, (m3, M6)', '3, (m3, P5)')	26
major	('2, (m3, M6)', '2, (m3, P4, M6)')	26
major	('4, (M3, P5, M7)', '1, (M3, P5)')	26
major	('1, (M3, P5)', '#1, (m3, m6)')	26
major	('5, (m3, P5)', '2, (m3, P5)')	26
major	('3, (P4, m6)', '3, (M3, P5, m7)')	26
major	('6, (m3, m6)', 'b7, (M3, P5)')	26
major	('7, (m3, d5)', '1, (m3, P5)')	26
major	('7, (m3, m6)', '1, (M3, P5, M6)')	26
major	('b7, (M2, a4, M6)', '4, (M3, P5)')	26
major	('7, (m3, d5, m6)', 'b7, (M2, a4, M6)')	26
major	('b6, (a2, a4, M6)', '5, (M3, P5)')	26
major	('7, (P4, m6)', '7, (m3, m6)')	26
major	('3, (P4, m6)', '3, (m3, m6)')	25
major	('b7, (M3, P5)', '6, (m3, m6)')	25
major	('2, (M3, P5, m7)', '2, (P4, m6)')	25
major	('6, (m3, P5)', '#4, (m3, m6)')	25
major	('4, (M2, a4, M6)', 'b3, (M3, M6)')	25
major	('5, (P4, M6, m7)', '5, (M3, P5, m7)')	25
major	('6, (m3, d5, M6)', '5, (P4, M6)')	25
major	('6, (m3, P5, m6)', '7, (m3, d5, m6)')	25
major	('6, (m3, P5)', '3, (m3, d5, m6)')	25
major	('3, (m3, m6)', 'b7, (M2, a4, M6)')	25
major	('7, (m3, d5, m6)', '6, (m3, m6)')	25
major	('3, (m3, P5, m7)', '6, (m3, P5)')	25
major	('6, (m3, P5)', '6, (m3, P5, m7)')	25
major	('6, (m3, P5)', '6, (m3, P4, M6)')	25
major	('5, (M3, P5, m7)', '6, (P4, m6)')	25
major	('2, (m3, P5)', '6, (P4, P5)')	25
major	('2, (m3, P5)', '3, (m3, M6)')	25
major	('6, (M3, P5, m7)', '2, (M3, P5)')	25
major	('1, (M3, P5)', '5, (m3, P5)')	25
major	('6, (m3, P4, M6)', '5, (P4, P5)')	25
major	('7, (m3, m6)', '2, (P4, M6)')	25
major	('1, (M3, P5)', '6, (P4, m6)')	25
major	('4, (M3, P5)', '3, (P4, m6)')	25
major	('6, (P4, m6)', '6, (M3, P5)')	25
major	('6, (m3, P4, m6)', '5, (M3, P5)')	25
major	('1, (M3, P5, m7)', '1, (P4, m6)')	25
major	('2, (m3, P5, m7)', '2, (m3, M6)')	25
major	('5, (M3, a5)', '1, (M3, P5)')	24
major	('1, (M3, P5)', '4, (a4, P5)')	24
major	('1, (M3, P5)', '1, (m3, a4, M6)')	24
major	('3, (m3, m6)', 'b3, (a2, a4, M6)')	24
major	('1, (M3, P5)', 'b3, (M3, M6)')	24
major	('1, (P4, M6)', '5, (M3, P5, m7)')	24
major	('3, (m3, P5)', '3, (m3, P5)')	24
major	('3, (m3, m6)', '4, (m3, a4, M6)')	24
major	('1, (M2, P4, P5)', '7, (m3, d5, m6)')	24
major	('5, (M3, P5, m7)', 'b6, (M3, M6)')	24
major	('7, (m3, m6)', 'b7, (M3, M6)')	24
major	('4, (M3, P5)', '4, (M3, a5)')	24
major	('4, (M3, P5, M6)', '#4, (m3, d5, d7)')	24
major	('2, (m3, P5, m7)', '2, (m3, P5, M6)')	24
major	('2, (m3, P5)', '2, (P4, M6)')	24
major	('2, (m3, P5)', '1, (P4, M6)')	24
major	('b7, (M2, a4, M6)', '6, (m3, P5)')	24
major	('4, (M3, M6)', '4, (a4, M6)')	24
major	('5, (M3, P5, m7)', '2, (m3, M6)')	24
major	('6, (m3, m6)', '1, (P4, M6)')	24
major	('5, (M3, P5)', '6, (M3, P5)')	24
major	('6, (m3, P5, m6)', '7, (m3, d5)')	24
major	('5, (M3, P5)', '2, (m3, M6)')	24
major	('5, (M3, P5)', '3, (m3, d5)')	24
major	('1, (M3, P5)', 'b6, (M3, M6)')	23
major	('4, (M3, P5)', '1, (M3, M6)')	23
major	('6, (m3, M6)', '7, (m3, d5, m6)')	23
major	('5, (m3, P5)', '4, (M3, P5)')	23
major	('7, (P4, m6)', '7, (M3, P5, m7)')	23
major	('#4, (m3, d5, d7)', '4, (M2, a4, M6)')	23
major	('3, (m3, m6)', '#4, (m3, d5, d7)')	23
major	('4, (M3, P5)', '3, (m2, P4, m6)')	23
major	('2, (m3, a4, M6)', '1, (M3, M6)')	23
major	('7, (m3, d5)', '3, (m3, P5)')	23
major	('b7, (M2, a4, M6)', 'b6, (M3, M6)')	23
major	('2, (m3, M6)', '7, (m3, d5, m6)')	23
major	('6, (m3, P5)', '#5, (m3, d5)')	23
major	('6, (m3, P5)', '#5, (m3, m6)')	23
major	('6, (m3, P5)', '#4, (m3, d5, d7)')	23
major	('1, (P4, M6)', '1, (M3, P5, m7)')	23
major	('1, (M3, a4)', '1, (M3, P5)')	23
major	('#5, (m3, d5, m6)', '3, (M3, P5, m7)')	23
major	('5, (M3, P5)', '1, (m3, a4, M6)')	23
major	('3, (m3, m6)', '3, (m3, d5, M6)')	23
major	('5, (M3, P5)', '2, (P4, P5)')	23
major	('4, (M3, M6)', '3, (m3, P5)')	23
major	('5, (P4, M6)', '4, (M3, P5, M7)')	23
major	('3, (m3, P5)', '2, (m3, P4, M6)')	23
major	('1, (M3, M7)', '1, (M3, M6)')	23
major	('3, (m3, m6)', '6, (m3, M6)')	22
major	('2, (M3, P5)', '5, (M3, P5, m7)')	22
major	('b7, (M3, P5)', '5, (m3, P5)')	22
major	('b6, (a2, a4, M6)', '5, (P4, M6)')	22
major	('5, (M3, P5)', '#5, (m3, d5, d7)')	22
major	('4, (M3, M6)', '7, (m3, d5, m6)')	22
major	('6, (m3, m6)', '1, (P4, P5)')	22
major	('4, (M3, P5)', '4, (M3, a4, M6)')	22
major	('#4, (m3, d5)', '5, (P4, M6)')	22
major	('4, (M3, P5)', '5, (M3, M6)')	22
major	('3, (m3, m6)', '3, (m2, P4, m6)')	22
major	('#1, (m3, d5, m6)', '2, (M3, P5)')	22
major	('7, (m3, m6)', '7, (m3, m6)')	22
major	('5, (P4, M6)', '7, (m3, m6)')	22
major	('3, (m3, P5)', '6, (m3, P5, m7)')	22
major	('1, (P4, M6)', '6, (m3, m6)')	22
major	('6, (m3, P5)', '7, (m3, P4, M6)')	22
major	('#4, (m3, m6)', '5, (m3, P5)')	22
major	('6, (m3, P5)', '5, (m3, a4, M6)')	22
major	('4, (M3, P5)', '6, (M3, P5, m7)')	22
major	('6, (m3, P5)', '5, (M2, P4, M6)')	22
major	('5, (M3, P5)', '5, (M2, P4, M6)')	22
major	('7, (P4, d5, d7)', '7, (m3, d5, d7)')	22
major	('3, (M3, P5)', '3, (P4, m6)')	22
major	('4, (M2, a4, M6)', '3, (m3, P5)')	22
major	('4, (M3, P5)', '4, (m3, P5)')	22
major	('6, (m3, M6)', '5, (M3, P5, m7)')	21
major	('5, (m3, P4, M6)', '5, (m3, P4, M6)')	21
major	('4, (m3, P5)', 'b3, (M3, M6)')	21
major	('6, (m3, M6)', '5, (P4, P5)')	21
major	('3, (M3, P5)', '6, (M3, P5)')	21
major	('7, (M3, m6)', '1, (M3, P5)')	21
major	('1, (M3, P5)', '4, (M3, a4, M6)')	21
major	('4, (m3, P5)', '3, (m3, m6)')	21
major	('1, (M3, P5)', '5, (m3, d5, m7)')	21
major	('3, (m3, P5)', '5, (M3, P5, m7)')	21
major	('6, (m3, M6)', '5, (P4, M6)')	21
major	('7, (m3, d5, d7)', '7, (m3, d5, m6)')	21
major	('1, (P4, M6)', '1, (P4, P5)')	21
major	('5, (M3, P5, m7)', '5, (m3, a4, M6)')	21
major	('4, (M3, P5, M7)', '7, (m3, d5, m7)')	21
major	('1, (P4, P5)', '3, (m3, m6)')	21
major	('5, (M3, P5)', '1, (a4, M6)')	21
major	('1, (M2, a4, M6)', '7, (m3, d5, m6)')	21
major	('7, (m3, d5)', '7, (m3, d5, m6)')	21
major	('1, (M2, P4, m6)', '7, (m3, d5, m6)')	21
major	('5, (P4, P5, m7)', '5, (M3, P5)')	21
major	('5, (M3, M6)', '3, (m3, m6)')	21
major	('4, (M3, P5)', '#4, (m3, d5, m7)')	21
major	('4, (M3, a4, M6)', '4, (M2, a4, M6)')	21
major	('2, (P4, M6)', '2, (m3, P4, M6)')	21
major	('1, (m3, P5)', 'b6, (M3, P5)')	21
major	('7, (m3, d5)', '1, (M3, P5, m7)')	21
major	('2, (m3, P5)', '#1, (m3, d5, m6)')	21
major	('1, (M3, P5)', '3, (P4, m6)')	20
major	('3, (m3, m6)', '#4, (m3, d5, m7)')	20
major	('3, (P4, P5)', '3, (M3, P5)')	20
major	('2, (m3, M6)', '7, (m3, m6)')	20
major	('2, (M3, P5)', '2, (m3, P5)')	20
major	('5, (P4, M6)', 'b7, (M2, a4, M6)')	20
major	('4, (m3, P5)', '5, (P4, M6)')	20
major	('b7, (m3, a4, M6)', '6, (m3, m6)')	20
major	('#2, (m3, d5, d7)', '3, (m3, P5)')	20
major	('3, (m3, P4, M6)', '4, (M3, M6)')	20
major	('3, (m3, m6)', '#1, (m3, d5, m6)')	20
major	('6, (m3, m6)', '2, (m3, M6)')	20
major	('1, (M3, P5)', '1, (a4, M6)')	20
major	('4, (M2, a4, M7)', '4, (M2, a4, M6)')	20
major	('2, (m3, P4, M6)', '1, (m3, P5)')	20
major	('b3, (M3, P5, m7)', 'b6, (M3, P5)')	20
major	('2, (m3, M6)', '3, (m3, d5, m6)')	20
major	('3, (m2, P4, m6)', '2, (m3, P5, m7)')	20
major	('4, (M3, M6)', '7, (m3, m6)')	20
major	('6, (m3, m6)', '5, (m3, M6)')	20
major	('6, (m3, P5, m7)', '6, (m3, m6)')	20
major	('6, (m3, P4, M6)', '7, (m3, m6)')	20
major	('7, (m3, P4, M6)', '1, (M3, M6)')	20
major	('1, (M3, M6)', '2, (M3, P5, m7)')	20
major	('1, (P4, m6)', '7, (m3, d5, m6)')	20
major	('5, (M3, P5)', '3, (m3, d5, m6)')	20
major	('5, (m3, P5)', '1, (M3, P5)')	20
major	('7, (P4, m6)', '1, (M3, P5)')	20
major	('7, (m3, d5)', '6, (m3, m6)')	20
major	('3, (m3, m6)', '2, (M3, P5)')	20
major	('2, (m3, P5)', '5, (m3, P5)')	20
major	('3, (m3, P5)', '5, (M3, M6)')	20
major	('5, (m3, d5, m7)', '1, (M3, P5)')	20
major	('6, (M2, a4, M6)', '5, (M3, M6)')	20
major	('3, (m3, P5)', '1, (M3, M6)')	20
major	('1, (M3, P5, M6)', '2, (M3, P5)')	20
major	('#1, (m3, d5, d7)', '#1, (m3, d5, m6)')	20
major	('6, (m3, m6)', '#5, (m3, m6)')	20
major	('1, (m3, P5)', 'b7, (M3, M6)')	20
major	('b3, (M3, M6)', '5, (M3, P5)')	20
major	('1, (M3, P5)', '1, (M2, P5)')	20
major	('5, (M3, P5)', '6, (m3, P4, m6)')	19
major	('4, (M3, P5)', '#4, (m3, d5)')	19
major	('5, (M3, P5, m7)', '7, (m3, d5, m7)')	19
major	('3, (m3, m7)', '3, (m3, M6)')	19
major	('6, (m3, P5)', '2, (m3, M6)')	19
major	('5, (M3, M6)', '5, (P4, M6)')	19
major	('4, (M3, M6)', '4, (M3, P5, M6)')	19
major	('2, (m3, P5)', '2, (M3, P5, m7)')	19
major	('3, (m3, P5)', '6, (M3, P5, m7)')	19
major	('5, (P4, P5, m7)', '1, (M3, P5)')	19
major	('4, (M3, M6)', '#1, (m3, m6)')	19
major	('1, (P4, M6)', '7, (m3, m6)')	19
major	('4, (a4, M6)', '4, (M2, a4, M6)')	19
major	('2, (M3, P5)', '7, (m3, d5, m6)')	19
major	('3, (m2, P4, m6)', '2, (m3, P4, M6)')	19
major	('3, (m3, m6)', '1, (P4, M6)')	19
major	('1, (M3, P5, m7)', '4, (a4, P5)')	19
major	('5, (P4, m6)', '5, (P4, P5)')	19
major	('4, (M3, M6)', '3, (M3, P5, m7)')	19
major	('4, (M3, M6)', '5, (m3, M6)')	19
major	('3, (m3, d5)', '#1, (m3, d5, m6)')	19
major	('7, (M3, P5)', '7, (M3, P5, m7)')	19
major	('6, (m3, P5)', '#4, (m3, d5, m7)')	19
major	('1, (M3, P5)', '1, (M3, a4)')	19
major	('#4, (m3, d5, M6)', '5, (P4, M6)')	19
major	('b6, (M3, a5)', '5, (P4, M6)')	19
major	('6, (m3, P5, m7)', '6, (m3, M6)')	19
major	('1, (M2, P4, M6)', '7, (m3, d5)')	19
major	('2, (m3, P5, m7)', '2, (m3, P4, M6)')	19
major	('3, (m3, P4, m6)', '2, (m3, M6)')	18
major	('1, (M3, P5, M6)', '5, (M3, P5, m7)')	18
major	('b6, (M3, P5)', 'b6, (M3, P5, a6)')	18
major	('#5, (m3, m6)', '6, (m3, m6)')	18
major	('6, (m3, P5)', '3, (P4, P5)')	18
major	('5, (m3, P5)', '6, (M3, P5)')	18
major	('5, (M3, P5)', '4, (m3, a4, M6)')	18
major	('2, (m3, m7)', '1, (M3, P5)')	18
major	('7, (m3, d5, m7)', '7, (m3, d5, m6)')	18
major	('b7, (M3, M6)', 'b6, (M3, M6)')	18
major	('1, (M3, P5, M6)', '7, (m3, m6)')	18
major	('4, (M2, a4, M6)', '3, (P4, m6)')	18
major	('4, (M3, P5)', '3, (m3, P4, M6)')	18
major	('b3, (M3, M6)', '2, (M3, P5, m7)')	18
major	('7, (m3, d5, m6)', '7, (m3, m6)')	18
major	('b3, (M3, M6)', '4, (m3, P5)')	18
major	('2, (P4, M6)', '2, (M3, P5)')	18
major	('5, (M3, P5, m7)', '1, (a2, P5)')	18
major	('5, (M3, P5)', '4, (M3, a4, M6)')	18
major	('#4, (m3, d5)', '2, (M3, P5, m7)')	18
major	('#4, (m3, d5)', '5, (M3, P5, m7)')	18
major	('5, (M3, P5)', '#1, (m3, d5, m6)')	18
major	('6, (M3, P5)', '#4, (m3, m6)')	18
major	('7, (m3, M6)', '1, (M3, M6)')	18
major	('2, (m3, M6)', '5, (P4, M6)')	18
major	('7, (m3, d5)', '2, (m3, M6)')	18
major	('6, (m3, m6)', '1, (M3, P5, m7)')	18
major	('1, (M3, M6)', '7, (m3, d5, m6)')	18
major	('5, (M3, P5, m7)', '1, (M3, M6)')	18
major	('1, (M3, P5, m7)', '3, (m3, d5, m6)')	18
major	('2, (m3, d5, M6)', '1, (M3, P5)')	18
major	('6, (m3, m6)', 'b6, (M3, P5, a6)')	18
major	('7, (m2, P4, m6)', '6, (m3, P5, m7)')	18
major	('5, (P4, P5)', '5, (P4, M6)')	18
major	('1, (M3, P5)', '1, (M3, P4, M6)')	18
major	('6, (m3, m6)', '2, (m3, P5, m7)')	18
major	('3, (m3, m6)', '#4, (m3, m6)')	18
major	('6, (m3, m6)', '3, (m3, d5, m6)')	18
major	('6, (P4, m6)', '7, (m3, d5, m6)')	18
major	('2, (M3, P5, m7)', '5, (m3, P5)')	18
major	('6, (m3, P5)', '6, (M3, P5)')	18
major	('7, (m3, P5)', '7, (m3, m6)')	18
major	('6, (P4, m6)', '6, (P4, P5)')	18
major	('b2, (M3, a4, a6)', '1, (M3, P5)')	17
major	('2, (P4, M6)', '7, (m3, d5, m6)')	17
major	('4, (M3, P5)', '#2, (m3, d5, d7)')	17
major	('3, (m3, P5)', '3, (m2, P4, m6)')	17
major	('5, (M3, P5)', '3, (m3, P4, m6)')	17
major	('4, (M2, a4, M6)', '3, (m3, P4, m6)')	17
major	('7, (m3, d5, m7)', '3, (m3, P5, m7)')	17
major	('1, (M3, P5)', '3, (M3, P5, m7)')	17
major	('4, (M3, P5, M6)', '4, (M2, a4, M6)')	17
major	('4, (M3, P5)', '5, (m3, P5)')	17
major	('5, (M2, P4)', '4, (M3, P5)')	17
major	('4, (M3, M6)', '2, (m3, P5, m7)')	17
major	('b6, (M3, P5)', '5, (P4, m6)')	17
major	('5, (M3, P5, m7)', '#5, (m3, d5, m6)')	17
major	('4, (M3, M6)', '6, (m3, P5)')	17
major	('2, (m3, P5)', '2, (m3, m6)')	17
major	('1, (M3, P5)', '1, (m3, m6)')	17
major	('5, (m3, M6)', '6, (m3, m6)')	17
major	('6, (m3, m6)', '5, (P4, P5)')	17
major	('2, (M3, P5)', '3, (m3, P5)')	17
major	('7, (M3, P5, m7)', '3, (M3, P5)')	17
major	('4, (m3, P5)', '4, (m3, M6)')	17
major	('5, (M3, P5)', 'b6, (a2, a4, M6)')	17
major	('5, (m3, a4, M6)', '#4, (m3, m6)')	17
major	('2, (M3, M6, m7)', '2, (M3, P5, m7)')	17
major	('2, (m3, d5, m7)', '5, (M3, P5, m7)')	17
major	('b6, (M3, P5, a6)', '1, (M3, P5)')	17
major	('#4, (m3, d5, d7)', '5, (P4, m6)')	17
major	('b7, (M3, M6)', '6, (M3, P5, m7)')	17
major	('6, (m3, P5, m7)', '2, (M3, P5)')	17
major	('5, (M3, M6)', '4, (M2, a4, M6)')	17
major	('1, (M3, P5)', '1, (M2, P4, m6)')	17
major	('5, (P4, M6)', '6, (m3, d5, M6)')	17
major	('#4, (m3, d5, d7)', '5, (P4, P5, m7)')	17
major	('2, (M3, P5)', '1, (M3, P5)')	17
major	('6, (m3, m6)', '4, (M2, a4, M6)')	17
major	('1, (M3, P5)', '5, (m3, a4, M6)')	17
major	('2, (m3, P5, M6)', '2, (m3, P4, M6)')	17
major	('7, (m3, d5, M6)', '1, (M3, M6)')	17
major	('3, (P4, P5, m7)', '3, (M3, P5, m7)')	17
major	('2, (m3, P5)', '4, (M2, a4, M6)')	17
major	('1, (M3, M6)', '2, (m3, P5, m7)')	17
major	('b7, (M3, M6)', '6, (M3, P5)')	17
major	('1, (M3, P5, m7)', '1, (M3, P5, m7)')	17
major	('4, (M3, P5, M7)', '5, (P4, M6)')	17
major	('2, (m3, P5)', '5, (P4, P5)')	17
major	('5, (P4, m6)', '#4, (m3, d5, d7)')	17
major	('7, (m3, d5, m7)', '5, (M3, P5, m7)')	17
major	('3, (P4, m6)', '2, (m3, M6)')	17
major	('5, (m3, P5)', '5, (m3, M6)')	17
major	('7, (M3, P5, m7)', '7, (M3, P5, m7)')	17
major	('2, (m3, P5, m7)', '5, (P4, M6)')	16
major	('5, (P4, P5)', '1, (M3, P5)')	16
major	('1, (M3, M6)', '6, (m3, M6)')	16
major	('5, (M3, P5)', '#1, (m3, d5, d7)')	16
major	('2, (m3, P5)', '7, (m3, d5, d7)')	16
major	('5, (P4, M6)', '2, (m3, M6)')	16
major	('5, (P4, P5)', '4, (M2, a4, M6)')	16
major	('6, (m3, d5, M6)', '5, (M3, P5)')	16
major	('1, (M3, P5, m7)', '1, (M3, P5)')	16
major	('b3, (M3, M6)', '2, (m3, M6)')	16
major	('#1, (m3, d5, m6)', '2, (P4, P5)')	16
major	('4, (M3, P5, M6)', '4, (M3, M6)')	16
major	('3, (m3, m6)', '3, (P4, m6)')	16
major	('2, (M3, P5)', '2, (M3, P5)')	16
major	('b7, (M3, P5)', '5, (M3, P5)')	16
major	('5, (M3, P5)', '3, (m3, m7)')	16
major	('6, (m3, m6)', '4, (M3, P5, M6)')	16
major	('3, (m3, m6)', '4, (M3, a4, M6)')	16
major	('b7, (M3, P5)', 'b7, (M3, P5)')	16
major	('4, (M3, P5)', '3, (M3, P5, m7)')	16
major	('1, (M3, M6)', '7, (m3, P4, M6)')	16
major	('6, (m3, P5, m7)', '5, (P4, M6)')	16
major	('6, (P4, m6)', '7, (m3, d5)')	16
major	('#4, (m3, d5, m6)', '6, (m3, P4, M6)')	16
major	('1, (M3, P5)', '6, (m3, P5, M6)')	16
major	('1, (M3, M6)', '5, (M3, P5, m7)')	16
major	('6, (m3, m6)', 'b7, (M3, M6)')	16
major	('4, (M3, P5, M7)', '3, (m3, m6)')	16
major	('4, (m3, a4, M6)', '4, (M2, a4, M6)')	16
major	('1, (M3, P5)', '1, (a2, a4)')	16
major	('b6, (a4, M6)', '5, (M3, P5, m7)')	16
major	('6, (M2, P4, m6)', '5, (M3, P5, m7)')	16
major	('5, (M3, P5, m7)', '5, (M3, a4, M6)')	16
major	('7, (m3, d5, d7)', '5, (M3, P5, m7)')	16
major	('1, (M2, P4)', '7, (m3, d5)')	16
major	('4, (M3, P5, M6)', '6, (m3, P4, m6)')	16
major	('2, (m3, P5)', '3, (m3, P4, M6)')	16
