corpus	piece	phrase_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209
liszt_pelerinage	160.03_Pastorale	9591	I	V7	I	IV	I	IV	V	I	V7	I	IV	I	IV	V																																																																																																																																																																																																				
liszt_pelerinage	160.03_Pastorale	9592	I	V(6)	I	IV	V7/IV	I	V(6)	I	IV	V7/IV	I																																																																																																																																																																																																							
liszt_pelerinage	160.03_Pastorale	9593	I	V7	I	IV	I	IV	V	I	V7	I	IV	I	IV	V																																																																																																																																																																																																				
liszt_pelerinage	160.03_Pastorale	9594	I	V(6)	I	IV	V7/IV	I	V(6)	I	IV	V7/IV	I																																																																																																																																																																																																							
liszt_pelerinage	160.03_Pastorale	9596	I	V7	I	IV	I	IV	V	I	V7	I	IV	I	IV	V																																																																																																																																																																																																				
liszt_pelerinage	160.03_Pastorale	9597	I	V(6)	I	IV	V7/IV	I	V(6)	I	IV	V7/IV	I																																																																																																																																																																																																							
liszt_pelerinage	160.03_Pastorale	9598	I	V7	I	IV	I	IV	V	I	V7	I	IV	I	IV	V																																																																																																																																																																																																				
liszt_pelerinage	160.03_Pastorale	9599	I	V(6)	I	IV	V7/IV	I	V(6)	I	IV	V7/IV	I																																																																																																																																																																																																							
liszt_pelerinage	160.04_Au_Bord_dUne_Source	9606	V(#764)	V(64)	V(74)	iv6	iv6(b9)	viio6	viio6(2)	I6	I6(9)	V7	V7(4)	I6	I6(9)	V7	V7(4)																																																																																																																																																																																																			
liszt_pelerinage	160.04_Au_Bord_dUne_Source	9609	I	V7(9+6)	ii7(9)	V7(9+64)	ii7(9)	V7(9+64)	viio7/V	vii%7/V	V(64)	V(74)	ii%43	ii%43(b4)	viio65/V	viio65(2)/V	V2/IV	V2(6)/IV	V(64)	V(74)	ii%43	ii%43(b4)	viio65/V	viio65(2)/V	V2/IV	V2(6)/IV	I	I(9)	V7	V7(4)	I	I(9)	V7	V7(4)	I6	bVI64	ii%7	viio2/V	viio2(2)/V	I6	I6(6)	IV	IV(4)	I	I(9)	V7	V7(4)	I	I(9)	V7	V7(4)	V65(b5)/V																																																																																																																																																																
liszt_pelerinage	160.04_Au_Bord_dUne_Source	9610	I	iv	iv(9)	I	I(b6)	VI	VI(9)	I	iv	iv(4)	I	VI	iv6	I	V7	ii	ii(4)	vi	I	I(4)	V	V7	V7(6)	I	V7	ii	ii(4)	vi	I	I(4)	V	V7	V7(6)	I																																																																																																																																																																																
liszt_pelerinage	160.04_Au_Bord_dUne_Source	9611	I	V7	iii64	vii%43	vi	vi(9)	V7/vi	V7(9)/vi	I	I(9)	V7	V7(4)	I	I(9)	V7	V7(4)	I																																																																																																																																																																																																	
liszt_pelerinage	160.04_Au_Bord_dUne_Source	9612	I	V7	iii64	vii%43	vi	vi(9)	V7/vi	V7(9)/vi	I	I(9)	V7	V7(4)	I	I(9)	V7	V7(4)	I																																																																																																																																																																																																	
liszt_pelerinage	160.04_Au_Bord_dUne_Source	9613	I	V7	V7(4)	Fr6	vi	I	IV	vi	I	ii	I	IV	vi	I	ii	I	IV	vi	I	ii	I	IV	IV(6)	IV	IV(6)	IV	IV(6)	IV	IV(6)	IV	IV(6)	IV	IV(6)	IV	IV(6)	IV	IV(4)	IV	IV(9)	IV	IV(6)	IV	IV(4)	IV	IV(9)	IV	IV(6)	IV	IV(4)	IV	IV(9)	I	I(4)	iv	iv(9)	I	I(4)	IV	IV(9)	I	I																																																																																																																																																					
liszt_pelerinage	160.05_Orage	9618	I	bII6(+0)	bII6	II6	bIII6	bIV6	bIII6	bIV6	IV6	bV6	IV6	bIV6	bIII6	II6	bII6	I6																																																																																																																																																																																																		
liszt_pelerinage	160.05_Orage	9620	I	bII6(+0)	bII6	II6	bIII6	III6	bIII6	III6	IV6	bV6	IV6	III6	bIII6	II6	bII6	I6																																																																																																																																																																																																		
liszt_pelerinage	160.06_Vallee_dObermann	9642	V43/vi	v6	ii64	#viio7/vi	#viio7(#4)/vi	V7																																																																																																																																																																																																												
liszt_pelerinage	160.06_Vallee_dObermann	9648	I	V7	V7/V	V7(b9)/V	V7/V	vi	vi(2)	vi6	I	I(2)	I6	V	iio64	V43	V	V(#0)	viio65/V	vi	vi(2)	vi6	I	I(2)	I6																																																																																																																																																																																											
liszt_pelerinage	160.07_Eglogue	9653	IM7(+6)	V7	ii43(+6)	IV6(+4)	I(+6)	IM7(+6)	V7	ii64(+6)	I(+6)	IM7(+6)	V7	ii43(+6)	IV6(+4)	I(+6)	IM7(+6)	V7	ii64(+6)	I(+6)																																																																																																																																																																																																
liszt_pelerinage	160.07_Eglogue	9654	V7	ii7	V7	ii	V7	ii7	V7	ii	V7/V	ii7	V7/V	ii	V7/V	ii7	V7/V	vi																																																																																																																																																																																																		
liszt_pelerinage	160.07_Eglogue	9655	V7(9)	ii7	ii	V7	V7(4)	ii7	ii	V7	V7(4)	ii7	ii	bVII(+6)	bVII(9)	V7(6)/bVII	bVII(+6)	bVII(9)	V7(6)/bVII	bVII(+6)	bVII(9)	V7(6)/bVII	ii(+b6)	ii(9)	V7(6)/ii	ii(+b6)	ii(9)	V7(6)/ii	IV(+6)	IV(9)	V7(6)/IV	IV(+6)	IV(9)	V7(6)/IV																																																																																																																																																																																		
liszt_pelerinage	160.07_Eglogue	9656	IM7(+6)	V7	ii43(+6)	IV(+4)	I(+6)	IM7(+6)	V7	ii64(+6)	I(+6)	IM7(+6)	V7	ii43(+6)	IV(+4)	I(+6)	IM7(+6)	V7	ii64(+6)	I(+6)																																																																																																																																																																																																
liszt_pelerinage	160.07_Eglogue	9657	I	I64	V7(+9)	V6	ii64(+4)	vi65(+4)	I	I6	V43	IV64(9)	V2	I64	I	I64	V7(+9)	V6	ii64(+4)	vi65(+4)	I	I6	V43	IV64(9)	V2	I64																																																																																																																																																																																										
liszt_pelerinage	160.07_Eglogue	9660	I	V7	IV64	V	I(+6)	V7(96)	V7(9)	V7(94)	#I6	#I	IV	vi	I	IV	vi	I																																																																																																																																																																																																		
liszt_pelerinage	160.08_Le_Mal_du_Pays_(Heimweh)	9671	I	V6(6)	V65(9)	V65	IV6(9)	I	V																																																																																																																																																																																																											
liszt_pelerinage	160.09_Les_Cloches_de_Geneve_(Nocturne)	9682	I	V7	V7(6)	V(64)	ii65	ii2	IV	ii2	IV	bVI6	I	V7/IV	I	vii%65	V	I6	V	vii%65																																																																																																																																																																																																
liszt_pelerinage	161.01_Sposalizio	9683	V7	V7	V7(64)	V(64)	V7	V	I6	vi	ii	V																																																																																																																																																																																																								
liszt_pelerinage	161.01_Sposalizio	9684	V7/iii	V7/iii	V7(64)/iii	V7(64)/iii	V7/iii	V	V6	vi	ii	V																																																																																																																																																																																																								
liszt_pelerinage	161.01_Sposalizio	9685	I	I6	ii	V	V7(2)	ii7(+9)	V7(+9)	ii7(+9)	V7(+9)	ii7(+9)	V7(+9)	ii7(+9)	V7(+9)	ii7(+9)	IV6	V7(+9+6)	ii7(+9)	IV6	V43(+9+6)	V(+9+6)	V6	bIV6	bbVII(+9+6)	bbVII6	bV6	bVI6	i	ii6(+9)	ii	III(+#6)	III																																																																																																																																																																																			
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9702	I/V	V/V	V(64)/V	ii65/V	V	ii6	I6	V	I	V	I	V	I																																																																																																																																																																																																					
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9703	I	V	V(64)	ii7(9)	vi	iii	vi	V	ii6	I6	V2	I6	V43	I																																																																																																																																																																																																				
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9704	I/V	V7/V	V(64)/V	ii65/V	V6	I	V64	I6	V	ii	I6	V2	I64	IV6	I	V43	I6	IV	I																																																																																																																																																																																															
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9705	I	V7	V(64)	ii6	I6	I	V65	V7(9)	vii%7	ii	IV	I6	V	V6	I	V	I6	V	ii	IV	I6	V	V/bIII	ii6/bIII	I/bIII	V/bIII	I/V	V/V	I/V																																																																																																																																																																																					
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9706	I	V	V(4)	iv6	vi	I	V																																																																																																																																																																																																											
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9707	I	V7	V7(4)	ii7	vi	I6	I	V																																																																																																																																																																																																										
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9712	I	V	V(64)	ii7(9)	vi	iii	vi	V	ii6	I6	V2	I6	V43	I																																																																																																																																																																																																				
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9713	I/V	V7/V	V(64)/V	ii65/V	V6	I	V64	I6	V	ii	I6	V2	I64	IV6	I	V43	I6	IV	I																																																																																																																																																																																															
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9714	I	V7	V(64)	ii6	I6	I	V6	V7(9)	vii%7	ii	IV	I6	V	V6	I	V	I6	V	ii	IV	I6	V	V/bIII	ii6/bIII	I/bIII	V/bIII	I/V	V/V	I/V																																																																																																																																																																																					
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9715	I	V	V(4)	iv6	vi	I	V	I																																																																																																																																																																																																										
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9716	I	V7	V7(4)	ii7	vi	I6	I	V																																																																																																																																																																																																										
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9717	I	V	I	V	I	V	I	V	I	V	I	V	I	V	I																																																																																																																																																																																																			
liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	9718	I	V	V(64)	ii7(9)	vi	iii																																																																																																																																																																																																												
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9719	I	ii%65	bVI	III64	I																																																																																																																																																																																																													
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9720	V7	V(64)	viio7/V	V(64)	Ger6																																																																																																																																																																																																													
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9724	V	V2/V	I6	I6(2)	V	V2/V	I6	I6(2)	V	bVII	bII	iv	vi	I	V65	ii6	IV64	I	I(9)	viio2	V2/V	#viio2/ii	I	V65	ii6	IV64	I																																																																																																																																																																																							
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9726	I	ii6	V65	IV64	I	I(9)	viio2	V2/V	vii%43/V	V7/ii	I	V65	ii6	IV64	I																																																																																																																																																																																																			
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9727	I/bVI	I(9)/bVI	V7(6)/bVI	#viio43/vii	V2	V2(9)	#viio43/vii	V2	V2(9)	#viio43/vii	V7(4)	V(97b64)	V(64)	Ger6																																																																																																																																																																																																				
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9728	V7	V7(9)	V(64)	viio7/V	V(64)	Ger6																																																																																																																																																																																																												
liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	9729	I	V7	V(4)	III	ii6	ii6(2)	vi	I	V7	IV6	IV6(2)	V2/IV	I	I64																																																																																																																																																																																																				
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9730	V7/vi	ii%43/vi	V7(9)	V43/V	viio2	V65/V	viio43	V43/V	viio2	V43/III	viio43	V43/bII	viio65	V43/bVII	viio7	V43/V	viio2																																																																																																																																																																																																	
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9731	I	V7(13)	bIII	bV+	bVII	ii	ii(11)	vi6	vi	vi(#0)	I	V/vi																																																																																																																																																																																																						
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9732	V7	ii7	V/vi	ii7	V/vi																																																																																																																																																																																																													
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9733	I	V7(13)	bIII	bV+	bVII	ii	ii(11)	vi6	vi	vi(#0)	I																																																																																																																																																																																																							
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9734	I	V7(9)	V43(9)	i/iii	V7/iii	V7(964)/iii	V(64)/iii	iv6/iii	i/iii	V65/iii	viio6/V	ii7	V/vi	ii7	V/vi																																																																																																																																																																																																			
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9735	I	V7(139)	bIII	bV+	bVII	ii	ii(11)	vi6	vi	vi(#0)	I																																																																																																																																																																																																							
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9736	I/bIII	iv/bIII	i	V7	V7(b10)	i	V7/VI	V7(9)/VI	V7(4)/VI	I/VI	V7/VI	I/VI																																																																																																																																																																																																						
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9737	I(9)/bIII	viio2(4)/bIII	I/bIII	I(9)/bIII	viio2(4)/bIII																																																																																																																																																																																																													
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9738	V7(b9)	V7(4)	bII6	V65(b10)	V65(4b2)	V43	V65(b10)	V65(4b2)	V43	V7	I/bIII																																																																																																																																																																																																							
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9739	V7	viio2/V	vi43	ii6	V6/V	#viio43/ii	V6/vi	I	ii%2	viio43/V	V7/IV																																																																																																																																																																																																							
liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	9740	I	ii65	ii7	vi	vi7	I	bVI+	I	bVI+	I																																																																																																																																																																																																								
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9741	Ger6	Ger6(#13#11)	bVI64	bVI64(#9)	V7/vi	bvii6	bvii6(#7)	V7/bvii	viio7/V	V7(94)	viio7/V	V7(94)	viio7/V																																																																																																																																																																																																					
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9742	V7	V7(13)	V7(b9)	V7(b9#2)	V(6#4#2)	V(96#4)	I+	I	V7	IV64	I+	I	V7	IV64	I+	I																																																																																																																																																																																																		
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9743	I	I(#96#4)	V7	I	IV6	I	V7																																																																																																																																																																																																											
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9744	I/bVII	V7/bVII	V(64)/bVII	i/ii	V7/ii	i64/ii	ii%43/ii	I6/V	viio43/V	I6/V	V7(b9)/V	ii%65/V	ii%65(2)/V	vi6	vi6(#11)	#viio7/vi	V6/vi	IV6	I																																																																																																																																																																																															
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9745	I/bVI	V7/bVI	V7(6)/bVI	V(64)/bVI	V7/vi	V2	vii64	V7	ii%43	V43/v	#viio7/v	#viio7(b11)/v	v	V43/v	#viio7/v	#viio7(b11)/v	v	V43/v																																																																																																																																																																																																
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9746	I	I(6#4#2)	V7	viio2	viio2(#2)	I	IV64	I																																																																																																																																																																																																										
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9748	#viio43/ii	V6/vi	IV6	V2/IV	I	IV64	V7/IV	V																																																																																																																																																																																																										
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9749	I	V7(6)	V7(9)	V7(94)	viio7/V	V7(94)	viio7/V	V7(94)	viio7/V																																																																																																																																																																																																									
liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	9750	I	V65/bII	I	V65/bII	I	V65/bII	iv6	IV6	V7/IV	V7	I																																																																																																																																																																																																							
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9751	I	V	V(b2)	V(4)	V(b64)	V7	V(6#4#2)	V(#4)																																																																																																																																																																																																										
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9752	I	V	V(b2)	V(4b2)	V(4)	V(b64)	V7	V(6#4#2)	V(#4)																																																																																																																																																																																																									
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9757	I/V	V7(b96)	V7(b94)/V	V(64)/V	viio7/V/V	V7/iv	I/III	V7(6)/III	V7(94)/III	I/III	V/III	vi	V	V(4)	I	bVII	I																																																																																																																																																																																																	
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9758	I	V	V(b2)	V(4b2)	V(4)	V(b64)	V7	V(6#4#2)	V(#4)																																																																																																																																																																																																									
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9760	V7	V7(9)	V65	V65(13)	#viio2/ii	V2(9)	V2	V2(9)	V43(b9)/ii	V43(9)	V43	bII	iv64	viio7	V7/bIII	V(64)/bIII	V7/bIII	V7																																																																																																																																																																																																
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9761	I/III	V7(6)/III	V7(94)/III	I/III	V/III	vi	V	V(4)	I	bVII	I																																																																																																																																																																																																							
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9763	ii%65/iv	iv6	#viio7/iv	V2/iv	viio65/V	#viio7/iv	V2/iv	viio65/V	V2(13)/iv	V(b964)/iv	ii%65/iv	iv6	#viio7/iv	V2/iv	V/iv	#viio7/iv	V2/iv	I																																																																																																																																																																																																
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9765	I/VI	viio65/VI	V7/VI	V2	i6/bi	I6/bI	V2/bI	IM2/bV	I/bV																																																																																																																																																																																																									
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9766	I	viio65	V7	V2/bIII	ii6	II6	V2/II	IM2/VI	I/VI																																																																																																																																																																																																									
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9767	I	ii%2	iv64	IV64	V7/IV	I	iv64	IV64	V7/IV	I																																																																																																																																																																																																								
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9768	V	viio7/V	iv7	bVI	bVII	bII+	V/IV	V7(4)/IV	IV	bIII	IV	V7/VI	V(4)/VI	V/ii	V	V2/ii	I64	bIII6	V2/ii	I64	bIII6	V2/ii	I64	bIII6	V2/ii	I64	bIII6	V2/ii	I64	bIII6	V2/ii	V43/IV	V65/bVI	#viio65/iv	iio/iv	bV	bVI	bVII	I	II	III	bV	bVI	bVII	I																																																																																																																																																																					
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9769	V7	V7(b2)	bII	bVI	V	viio6/V	V	viio43/V	viio65/V	V	viio43/V	viio2/V	bVI6	V7	viio7	V	viio43/V	viio2/V	bVI6	V7	viio7	V																																																																																																																																																																																												
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9770	I/V	viio43(11)/V	viio43/V	V(64)/V	viio7/ii	V2/vi	I/III	V7/III	V7(2)/III	I/III	V/III	vi	V7	V	V(4)	I	bVII	I																																																																																																																																																																																																
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9771	I	V7	V65	v6	V7/ii	bVIM7	I/V																																																																																																																																																																																																											
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9772	I	V(13)	ii7	I/III	V7/III	viio2/III	I/III	V/III	vi	V	V(4)	I	bVII	I																																																																																																																																																																																																				
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9773	I(4)	V65	viio7/bV	viio2/bV	V7(4)/bV	V(64)/bV	V(b964)/bV	V(964)/bV	V/bV	viio7/bV	viio2/bV	V7(4)/bV	V(64)/bV	V(b964)/bV	V(964)/bV	viio7/V/bV	viio7(#4)/V/bV	viio(b6)/V/bV	V7(b6)/III	V7(6)/III	V7/III	V7(4)/III	V(#74)/III	V(64)/III	V(b964)/III	V(964)/III	viio7/V/III	viio7(#4)/V/III	viio(b6)/V/III	V7(b6)/II	V7(6)/II	V7/II	V7(4)/II	V(#74)/II	V(64)/II	V(b964)/II	V(964)/II	viio7/V/II	viio7(#4)/V/II	viio(b6)/V/II	V7(b6)	V7(6)	V7	V7(4)	V(#74)	V(64)	V(b964)	V(964)	V7	V7(#4)	V7(b6)	V7(6)	V7	V7(4)	V(#74)	V(64)	V(b964)	V(964)	viio7/V	V2/ii	viio43/V	V65/bIII	V43/ii	Ger6/vi	ii%7/vi	I																																																																																																																																																
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9774	I	V7	bVII6	VI6	bVI6	V6	#IV6	IV6	III6	bIII6	II6	bII6	I6	VII6	bVII6	VI6	bVI6	V(64)	V+(#7)	V7	V(64)	ii	ii(4)	ii6(#7)	IV(4)	I+6	I+6(2)	I	I(4)	V	V(9)	V	V(6)	V(64)	V(964)	V(64)	V7(4)	ii	ii(4)	ii6(#7)	IV(4)	I+6	I+6(2)	I	I(4)	V	V(9)	V	V(6)	V(64)	V(964)	V(64)	V7(4)	ii	ii(4)	ii6(#7)	IV(4)	I+6	I+6(2)	I	I(4)																																																																																																																																																					
liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	9775	I	ii	IV	vi	III	bV	bVI	bVII	I	I(4b2)	iv	bVI	I	iv	I	iv	I																																																																																																																																																																																																	
liszt_pelerinage	162.01_Gondoliera	9776	V(64)	V(b6)	bIII6																																																																																																																																																																																																															
liszt_pelerinage	162.01_Gondoliera	9777	I	V7	I	I(134)	I	I(7#2)	V7	I	I(134)	I	V(64)																																																																																																																																																																																																							
liszt_pelerinage	162.01_Gondoliera	9778	I	V7	I(134)	I	I(7#2)	V7	I	I(134)	I																																																																																																																																																																																																									
liszt_pelerinage	162.01_Gondoliera	9779	I	I(74#2)	V7	V7/V	V																																																																																																																																																																																																													
liszt_pelerinage	162.01_Gondoliera	9780	V7/V	V7(9)/V	V7/V	V7(4)/V	ii7/V																																																																																																																																																																																																													
liszt_pelerinage	162.01_Gondoliera	9781	V7	V7(6)	V7	V7(9)	V7/V																																																																																																																																																																																																													
liszt_pelerinage	162.01_Gondoliera	9782	I	V7	I	I(134)	I	I(7#2)	V7	I	I(134)	I																																																																																																																																																																																																								
liszt_pelerinage	162.01_Gondoliera	9783	I	I(74#2)	V7	V7/V	V																																																																																																																																																																																																													
liszt_pelerinage	162.01_Gondoliera	9784	V7/V	V7(9)/V	V7/V	V7(4)/V	ii7/V																																																																																																																																																																																																													
liszt_pelerinage	162.01_Gondoliera	9785	V7	V7(6)	V7	V7(9)	V7/V																																																																																																																																																																																																													
liszt_pelerinage	162.01_Gondoliera	9786	I	V7	I	I(134)	I	I(7#2)	V7	I	I(134)	I																																																																																																																																																																																																								
liszt_pelerinage	162.01_Gondoliera	9787	I	V43	IV	V7	vi6	V7	I	I(1311)	I	I(#97)	V7	I	I(1311)	I																																																																																																																																																																																																				
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9820	I	V7	V7(6)	V7(4)	V(64)	viio2	IV6	V2/IV	V7/IV	V7	I	V																																																																																																																																																																																																						
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9821	I	V7	V(6)	V7	V(64)	ii6	I	V7	I																																																																																																																																																																																																									
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9822	I	V(6)	V7(9)	V7	V(6)	V(64)	V(+6#5+4)	V(64)	iio6	iio6(9+4)	iio6	ii	#viio65/ii	V7(6)/ii	V7(9)/ii	V7/ii	IV	IV(+6)	V7/IV	IV	IV(6)	V7/IV	I																																																																																																																																																																																											
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9823	viio65(6)/V	viio2	viio2(+#7+#2)	viio2	I64	I64(119)	I64	ii6	ii6(9+4)	ii6	ii	#viio65/ii	V7/ii	IV	IV(6)	V7/IV	IV	IV(6)	V7/IV	I																																																																																																																																																																																														
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9824	viio43(b8)/V	i	i(9+#4)	i	viio7	viio7(b8+6)	viio7	bIII64	bIII64(+6+b4)	bIII64																																																																																																																																																																																																								
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9832	V	ii%2	Ger6	viio65/V	#viio43/ii	viio7	viio43/V	#viio43/ii	vii%7	viio7	V7	I(+6)	I																																																																																																																																																																																																					
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9833	V43	V65/ii	i	V6																																																																																																																																																																																																														
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9834	I	V7	V(6)	V(64)	iio6	IV6	V7/IV	iii64	V7(9)	V	I	V7	#iio64	iii64	IV	I	ii	I	V	I																																																																																																																																																																																														
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9835	I	V7	V(6)	V(64)	iio6	IV6	V7/IV	iii64	V7(9)	V(+4)	V	I	V7	#iio64	iii64	IV	I	ii	I	V	I	I64	I6	I																																																																																																																																																																																										
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9837	I	V7(9)	I	V7(9)	I	V(6)	I	V(6)	I																																																																																																																																																																																																									
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9838	I	V	bII	bVI	IV	I	VI	III	I	V	bII	bVI	IV	I	VI	III	I	V	bII	bVI	IV	I	VI	III																																																																																																																																																																																										
liszt_pelerinage	162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana	9839	I	iv	I	I6	I64	I	I6	I64	I	I64	I6	I	I64	I6	I																																																																																																																																																																																																			
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9854	i	V7(b9)	IV	I																																																																																																																																																																																																														
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9855	bIII	V7/bIII	iio6	i	V7	i																																																																																																																																																																																																												
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9856	i	V7	V7(#11)	IV	I	V7(9)	viio2/V	I64	V7(94)																																																																																																																																																																																																									
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9857	bIII	V/bIII	iv	i	V7	iv	i																																																																																																																																																																																																											
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9858	V7/bV	V7(b9)/bIII	iv/bIII	bIII																																																																																																																																																																																																														
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9859	i	V7	V7(#11)	IV	I	V7(9)	viio7/V	I64	V7(94)																																																																																																																																																																																																									
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9860	bIII	V7/bIII	iio6	i	V7(b9)	i																																																																																																																																																																																																												
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9861	V7/bV	V7(b9)/bIII	iv/bIII	bIII																																																																																																																																																																																																														
mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	9862	I	V7	V7(#11)	IV	I	V7(9)	viio7/V	I64	V7(94)																																																																																																																																																																																																									
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	9865	V7/V	V7/ii	I	V7	I																																																																																																																																																																																																													
mahler_kindertotenlieder	kindertotenlieder_05_in_diesem_wetter	9868	I	V7	V(64)	V(4)	V/V	V7/ii	IV	V7/vi	ii	V7(b9)/IV	V2	ii2	I	V	I	V	I																																																																																																																																																																																																	
medtner_tales	op14n01	9885	V/vi	V2	V(6)	IV	I6	ii7	vi	#viio7(4)/vi	V(64)	IV	vi	V7	I6	ii6	V/vi																																																																																																																																																																																																			
